external_id,name,date_of_birth,outcome_datetime,age_outcome_days,animal_type,outcome_type,outcome_subtype,sex,is_intact,breed,color
A919133,Igor,2024-11-03,2024-12-03 12:32:00,30.0,Cat,Stray,Normal,Male,True,Domestic Medium Hair,Brown Tabby
A919135,Zeus,2024-11-03,2024-12-03 12:32:00,30.0,Cat,Stray,Normal,Male,True,Domestic Medium Hair,Brown Tabby
A919141,*Dorothy,2024-11-03,2024-12-03 12:39:00,30.0,Dog,Owner Surrender,Normal,Female,True,Dachshund Longhair/Labrador Retriever,White/Brown
A919146,*Ruby,2024-11-03,2024-12-03 12:39:00,30.0,Dog,Owner Surrender,Normal,Female,True,Dachshund Longhair/Labrador Retriever,Black/Tan
A919147,*Toto,2024-11-03,2024-12-03 12:39:00,30.0,Dog,Owner Surrender,Normal,Male,True,Dachshund Longhair/Labrador Retriever,Tan
A919148,*Glinda,2024-11-03,2024-12-03 12:39:00,30.0,Dog,Owner Surrender,Normal,Female,True,Dachshund Longhair/Labrador Retriever,Brown/White
A919134,*Fir,2023-12-04,2024-12-03 12:42:00,365.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair,Brown Tabby
A917696,Gaia,2024-01-08,2024-12-03 12:54:00,330.0,Dog,Owner Surrender,Normal,Female,False,Anatol Shepherd Mix,Brown/Black
A919137,Toshi,2023-12-04,2024-12-03 13:09:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Torbie
A919139,,2024-10-04,2024-12-03 13:17:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Orange Tabby
A898125,Miso,2022-12-04,2024-12-03 13:19:00,730.0,Cat,Stray,Normal,Male,False,Domestic Shorthair,Brown Tabby
A918121,*Sherman,2024-10-04,2024-12-03 14:00:00,60.0,Cat,Stray,Normal,Male,True,Siamese,Seal Point
A918122,*Weasley,2024-11-03,2024-12-03 14:00:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Brown Tabby/White
A910124,Caramel,2024-06-06,2024-12-03 14:06:00,180.0,Dog,Stray,Normal,Female,False,Labrador Retriever/German Shepherd,Brown/White
A919144,*Gala,2024-05-07,2024-12-03 14:20:00,210.0,Dog,Stray,Injured,Female,True,Australian Cattle Dog Mix,Tan/White
A919155,*Evergreen,2023-12-04,2024-12-03 14:44:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Torbie
A919156,,2024-10-04,2024-12-03 14:44:00,60.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Blue Tabby
A918070,*Mags,2024-02-07,2024-12-03 15:27:00,300.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Calico
A919167,*Bow,2024-09-04,2024-12-03 17:44:00,90.0,Dog,Stray,Sick,Male,True,Labrador Retriever Mix,Black/White
A919168,Kimbap,2024-09-04,2024-12-03 17:44:00,90.0,Dog,Stray,Sick,Male,True,Labrador Retriever Mix,Black/White
A918822,*Mercy,2024-10-04,2024-12-03 19:48:00,60.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Tortie
A919175,Benji,2023-12-05,2024-12-04 06:43:00,365.0,Dog,Stray,Sick,Male,True,Shih Tzu,Black/White
A835754,Blue,2019-12-06,2024-12-04 10:21:00,1825.0,Dog,Public Assist,Normal,Female,False,Pit Bull Mix,Blue/White
A919188,,2022-12-05,2024-12-04 10:52:00,730.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Brown Tabby
A919187,*Howard,2024-03-09,2024-12-04 11:00:00,270.0,Dog,Stray,Normal,Male,True,English Pointer Mix,Brown/White
A919192,Hooch,2021-12-05,2024-12-04 11:56:00,1095.0,Dog,Owner Surrender,Normal,Female,True,Black Mouth Cur,Tan
A919193,Cerby,2017-12-06,2024-12-04 11:56:00,2555.0,Dog,Owner Surrender,Normal,Male,False,Pit Bull Mix,Brown Brindle
A912559,*Viola,2020-12-05,2024-12-04 12:20:00,1460.0,Dog,Owner Surrender,Normal,Female,False,German Shepherd,Black/Brown
A919191,*Buddy Bucks,2023-12-05,2024-12-04 12:23:00,365.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Black/White
A919195,,2024-11-04,2024-12-04 12:47:00,30.0,Cat,Stray,Normal,Male,True,Domestic Longhair,Brown Tabby
A919198,,2024-11-04,2024-12-04 12:47:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Brown Tabby
A919199,,2024-11-04,2024-12-04 12:47:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Brown Tabby
A919203,,2024-09-05,2024-12-04 13:14:00,90.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Brown Tabby
A919202,,2022-12-05,2024-12-04 13:26:00,730.0,Dog,Stray,Normal,Male,True,Shih Tzu,Black
A900008,Ralph,2024-01-09,2024-12-04 13:33:00,330.0,Dog,Owner Surrender,Normal,Male,False,Boxer Mix,White/Brown
A918869,*Hank,2024-07-07,2024-12-04 13:40:00,150.0,Dog,Stray,Normal,Male,True,Labrador Retriever,Black
A918931,*Nine,2019-12-06,2024-12-04 13:51:00,1825.0,Dog,Stray,Normal,Male,True,Australian Cattle Dog Mix,Brown Brindle/White
A919207,Tuna,2024-04-08,2024-12-04 14:04:00,240.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Blue/White
A919211,,2024-04-08,2024-12-04 14:04:00,240.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Brown Tabby
A919208,,2024-11-04,2024-12-04 14:16:00,30.0,Cat,Stray,Injured,Female,True,Domestic Shorthair,Black/White
A919221,Pepper,2024-06-07,2024-12-04 15:16:00,180.0,Dog,Abandoned,Normal,Female,True,Labrador Retriever,Black
A919225,Rolo,2022-12-05,2024-12-04 17:00:00,730.0,Dog,Stray,Normal,Male,True,Pit Bull,Tan/White
A919231,,2024-07-08,2024-12-05 07:02:00,150.0,Cat,Stray,Sick,Female,True,Domestic Shorthair,Black
A919239,,2023-12-06,2024-12-05 10:32:00,365.0,Cat,Stray,Medical,Female,True,Domestic Medium Hair,Calico
A919235,,2024-11-05,2024-12-05 10:35:00,30.0,Dog,Abandoned,Normal,Female,True,Newfoundland/Labrador Retriever,Black/White
A919236,*Luna Azul,2022-12-06,2024-12-05 10:35:00,730.0,Dog,Abandoned,Normal,Female,True,Labrador Retriever Mix,Cream
A919237,Ace,2021-12-06,2024-12-05 10:35:00,1095.0,Dog,Abandoned,Normal,Male,True,American Pit Bull Terrier,Brown/White
A919234,Polo,2022-12-06,2024-12-05 11:00:00,730.0,Dog,Owner Surrender,Injured,Male,True,Chihuahua Shorthair,Tan
A919244,Babas,2018-12-07,2024-12-05 11:00:00,2190.0,Cat,Owner Surrender,Normal,Female,False,Domestic Shorthair,Brown Tabby
A914633,Patches,2024-08-07,2024-12-05 11:15:00,120.0,Dog,Owner Surrender,Normal,Female,False,Labrador Retriever Mix,White/Brown
A919245,*Marbles,2022-12-06,2024-12-05 11:39:00,730.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Brown Tabby/White
A919252,,2024-06-08,2024-12-05 12:19:00,180.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Torbie
A919248,*Eastwood,2022-12-06,2024-12-05 12:32:00,730.0,Cat,Stray,Normal,Male,True,Siamese Mix,Lynx Point
A919254,*Eggnog,2022-12-06,2024-12-05 13:41:00,730.0,Cat,Stray,Injured,Female,True,Domestic Shorthair,Black
A919256,Hua,2022-12-06,2024-12-05 13:59:00,730.0,Dog,Public Assist,Normal,Male,True,Australian Cattle Dog Mix,Black/Blue Tick
A919257,,2024-10-06,2024-12-05 14:01:00,60.0,Dog,Stray,Injured,Female,True,Jack Russell Terrier Mix,Tan/White
A919259,Bodeen,2024-04-09,2024-12-05 14:31:00,240.0,Dog,Stray,Sick,Male,True,Weimaraner,Blue/White
A919262,*Nutcracker,2024-11-05,2024-12-05 15:03:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Black/White
A919152,*Fiyero,2022-12-06,2024-12-05 15:46:00,730.0,Dog,Stray,Normal,Male,True,German Shepherd,Black
A919266,Kitty,2023-12-06,2024-12-05 15:48:00,365.0,Cat,Owner Surrender,Normal,Female,True,Ragdoll,Blue/White
A913823,Maggie,2024-05-09,2024-12-05 16:40:00,210.0,Dog,Owner Surrender,Normal,Female,False,German Shepherd/Labrador Retriever,Black/White
A919270,*Snowflake,2024-10-06,2024-12-05 17:03:00,60.0,Dog,Owner Surrender,Normal,Female,True,Scottish Terrier Mix,White/Brown
A919271,*Penelope,2024-10-06,2024-12-05 17:03:00,60.0,Dog,Owner Surrender,Normal,Female,True,Scottish Terrier Mix,White/Brown
A919272,Zemya,2024-10-06,2024-12-05 17:03:00,60.0,Dog,Owner Surrender,Normal,Female,True,Scottish Terrier Mix,White/Tan
A919276,*Kevin,2022-12-06,2024-12-05 17:34:00,730.0,Dog,Stray,Normal,Male,True,Beagle Mix,Brown
A919275,*Jack,2022-12-06,2024-12-05 17:34:00,730.0,Dog,Stray,Normal,Male,True,Beagle Mix,Tan
A912050,Chocolate,2024-03-10,2024-12-05 17:59:00,270.0,Dog,Owner Surrender,Normal,Female,False,Labrador Retriever Mix,Chocolate/White
A919278,Buddy,2020-12-07,2024-12-06 04:28:00,1460.0,Dog,Public Assist,Normal,Male,True,German Shepherd,Brown
A919289,*Poinsetta,2023-12-07,2024-12-06 10:38:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Brown Tabby
A919290,*S'Mores,2024-10-07,2024-12-06 10:38:00,60.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Brown Tabby
A919291,Indy,2024-10-07,2024-12-06 10:38:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Brown Tabby
A919292,Shadow,2024-10-07,2024-12-06 10:38:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Blue
A919293,*Merrybell,2024-10-07,2024-12-06 10:38:00,60.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Blue
A919285,,2023-12-07,2024-12-06 10:57:00,365.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Blue/White
A889805,Bluey,2022-12-07,2024-12-06 11:13:00,730.0,Dog,Stray,Normal,Male,False,Plott Hound,Brown Brindle
A919288,*Bernard,2023-12-07,2024-12-06 11:16:00,365.0,Cat,Stray,Sick,Male,False,Domestic Shorthair,Orange Tabby
A919287,*Juliet,2023-12-07,2024-12-06 11:19:00,365.0,Dog,Stray,Normal,Female,True,German Pinscher Mix,Black/Tan
A919294,Poncho,2022-12-07,2024-12-06 11:35:00,730.0,Cat,Public Assist,Normal,Male,False,Domestic Shorthair,Blue Tabby
A919295,*Teriyaki,2023-12-07,2024-12-06 11:55:00,365.0,Dog,Stray,Injured,Male,False,Border Collie Mix,Black/White
A917600,Scrappy,2022-12-07,2024-12-06 12:01:00,730.0,Dog,Owner Surrender,Normal,Male,False,Shih Tzu,White/Black
A919296,Max,2023-12-07,2024-12-06 12:02:00,365.0,Dog,Owner Surrender,Normal,Male,True,French Bulldog,Fawn
A919297,,2024-11-06,2024-12-06 12:07:00,30.0,Cat,Stray,Injured,Male,True,Domestic Shorthair,Orange Tabby/White
A919299,,2022-12-07,2024-12-06 12:29:00,730.0,Dog,Stray,Medical,Female,True,Pit Bull,Blue Merle/White
A919307,*Parka,2024-08-08,2024-12-06 14:21:00,120.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Orange Tabby
A919308,Tio,2024-08-08,2024-12-06 14:21:00,120.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Orange Tabby
A919303,Phoebe,2022-12-07,2024-12-06 14:37:00,730.0,Cat,Stray,Sick,Female,False,Domestic Shorthair,Brown Tabby/White
A919306,Zoe,2020-12-07,2024-12-06 14:38:00,1460.0,Cat,Owner Surrender,Normal,Female,False,Domestic Shorthair,White/Black
A919305,Joseph,2020-12-07,2024-12-06 14:38:00,1460.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair,Black/White
A919309,Eclypse,2023-12-07,2024-12-06 15:37:00,365.0,Dog,Stray,Sick,Male,True,Cane Corso,Black/White
A919328,Goku,2023-12-08,2024-12-07 10:24:00,365.0,Dog,Public Assist,Normal,Male,True,German Shepherd,Black/Brown
A914773,Neptune,2024-05-11,2024-12-07 10:50:00,210.0,Dog,Public Assist,Normal,Male,False,Labrador Retriever/Border Collie,Black/White
A919334,*Joy,2024-04-11,2024-12-07 12:00:00,240.0,Other,Stray,Normal,Female,True,Rabbit Lh,Brown
A919337,*Carol,2022-12-08,2024-12-07 12:00:00,730.0,Bird,Stray,Normal,Female,True,Chicken,Black
A919338,*Bobsled,2022-12-08,2024-12-07 12:00:00,730.0,Bird,Stray,Normal,Male,True,Chicken,Gray
A919339,*Ivy,2022-12-08,2024-12-07 12:00:00,730.0,Bird,Stray,Normal,Female,True,Chicken,Gray
A919340,*Holly,2022-12-08,2024-12-07 12:00:00,730.0,Bird,Stray,Normal,Female,True,Chicken,Brown
A801419,*Rufus,2019-12-09,2024-12-07 12:31:00,1825.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair,Brown Tabby
A919342,Badshah,2023-12-08,2024-12-07 12:35:00,365.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Cream Tabby/White
A919346,*Fitz,2024-10-08,2024-12-07 12:59:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Brown Tabby
A919347,*Fanny,2024-10-08,2024-12-07 12:59:00,60.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Torbie
A919348,Nyx,2024-10-08,2024-12-07 12:59:00,60.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Calico
A919351,,2024-11-09,2024-12-07 13:43:00,28.0,Cat,Stray,Normal,Female,True,Domestic Medium Hair,Brown Tabby
A919353,,2024-11-09,2024-12-07 13:43:00,28.0,Cat,Stray,Normal,Female,True,Domestic Medium Hair,Black
A919354,,2024-10-08,2024-12-07 13:44:00,60.0,Cat,Stray,Medical,Female,True,Domestic Shorthair,Black
A919355,,2024-10-08,2024-12-07 13:44:00,60.0,Cat,Stray,Medical,Female,True,Domestic Shorthair,Brown Tabby
A919356,,2024-10-08,2024-12-07 13:44:00,60.0,Cat,Stray,Medical,Female,True,Domestic Shorthair,Blue/White
A919352,,2024-11-07,2024-12-07 13:44:00,30.0,Cat,Stray,Medical,Unknown,,Domestic Shorthair,Black
A919336,Peaches,2021-12-08,2024-12-07 14:26:00,1095.0,Cat,Stray,Normal,Male,False,Domestic Shorthair,White/Orange Tabby
A919360,K.K.,2021-12-08,2024-12-07 14:58:00,1095.0,Dog,Owner Surrender,Normal,Female,False,Black Mouth Cur,Brown
A919359,*Blessica,2021-12-08,2024-12-07 14:58:00,1095.0,Dog,Owner Surrender,Normal,Female,False,Boxer Mix,Brown/White
A919361,,2022-12-08,2024-12-07 15:26:00,730.0,Cat,Stray,Injured,Male,True,Domestic Medium Hair,Black
A919362,,2022-12-08,2024-12-07 15:35:00,730.0,Cat,Stray,Sick,Female,True,Domestic Shorthair,Brown Tabby
A919298,*Glacier,2024-05-11,2024-12-07 17:56:00,210.0,Dog,Stray,Normal,Female,True,Australian Cattle Dog,Blue Merle
A919372,Runi,2023-12-09,2024-12-08 11:55:00,365.0,Dog,Stray,Injured,Male,True,Great Pyrenees/Akbash,White
A919377,Drogo,2023-12-09,2024-12-08 12:01:00,365.0,Dog,Owner Surrender,Normal,Male,True,German Shepherd/Australian Shepherd,Blue Merle/Tan
A919378,*Raven,2023-12-09,2024-12-08 12:35:00,365.0,Dog,Stray,Sick,Female,True,Labrador Retriever Mix,Black/White
A919381,*Mittens,2024-10-09,2024-12-08 14:01:00,60.0,Dog,Stray,Sick,Male,True,Great Pyrenees Mix,Cream
A914729,*Kringle,2024-07-11,2024-12-08 15:21:00,150.0,Cat,Stray,Sick,Male,False,Domestic Shorthair,Orange Tabby/White
A919387,Repete,2024-08-10,2024-12-08 15:56:00,120.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair,Blue Tabby/White
A919386,Pete,2024-08-10,2024-12-08 15:56:00,120.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair,Blue Tabby
A919382,*Denver,2023-12-09,2024-12-08 16:22:00,365.0,Dog,Abandoned,Normal,Male,True,Siberian Husky,Black/White
A919394,Joker,2019-12-10,2024-12-08 20:08:00,1825.0,Dog,Public Assist,Normal,Male,True,Soft Coated Wheaten Terrier,Gray/Black
A919395,*Noel,2022-12-09,2024-12-08 20:08:00,730.0,Other,Public Assist,Normal,Unknown,,Rabbit Sh,White/Black
A919406,Gus (*Lando),2024-11-25,2024-12-09 03:49:00,14.0,Dog,Stray,Normal,Male,True,Redbone Hound Mix,Brown/Black
A919405,*Luke,2024-11-25,2024-12-09 03:49:00,14.0,Dog,Stray,Normal,Male,True,Redbone Hound Mix,Brown/Black
A919403,*Wolfina,2024-11-25,2024-12-09 03:49:00,14.0,Dog,Stray,Normal,Female,True,Redbone Hound Mix,Brown/Black
A919402,*Mara,2024-11-25,2024-12-09 03:49:00,14.0,Dog,Stray,Normal,Female,True,Redbone Hound Mix,Brown/Black
A919404,*Murray,2024-11-25,2024-12-09 03:49:00,14.0,Dog,Stray,Normal,Male,True,Redbone Hound Mix,Brown/Black
A919400,*Sabina,2024-11-25,2024-12-09 03:49:00,14.0,Dog,Stray,Normal,Female,True,Redbone Hound Mix,Brown/Black
A919399,*Leia,2024-11-25,2024-12-09 03:49:00,14.0,Dog,Stray,Normal,Female,True,Redbone Hound Mix,Brown/Black
A919398,*Vader,2024-11-25,2024-12-09 03:49:00,14.0,Dog,Stray,Normal,Male,True,Redbone Hound Mix,Brown/Black
A919397,*Daisy Mae,2023-12-10,2024-12-09 03:49:00,365.0,Dog,Stray,Normal,Female,True,Redbone Hound Mix,Red
A919401,*Teddy,2024-11-25,2024-12-09 03:49:00,14.0,Dog,Stray,Normal,Male,True,Redbone Hound Mix,Brown/Black
A907259,*Peaches,2019-12-11,2024-12-09 08:43:00,1825.0,Dog,Stray,Injured,Female,False,Siberian Husky/Australian Cattle Dog,White/Tan
A919418,*Ali,2018-12-11,2024-12-09 10:42:00,2190.0,Cat,Stray,Normal,Male,False,Domestic Shorthair,Blue/White
A919415,,2023-12-10,2024-12-09 10:54:00,365.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Orange Tabby
A919412,Tamale,2023-12-10,2024-12-09 11:05:00,365.0,Dog,Stray,Injured,Male,True,Chihuahua Shorthair,Brown/Tan
A919414,,2024-11-09,2024-12-09 11:10:00,30.0,Dog,Owner Surrender,Medical,Male,True,Golden Retriever,Tan
A836606,Willy,2017-12-11,2024-12-09 11:21:00,2555.0,Dog,Abandoned,Normal,Male,False,American Bulldog,Fawn/White
A919425,,2024-10-10,2024-12-09 11:41:00,60.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Brown Tabby/White
A919423,,2024-10-10,2024-12-09 11:41:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Black/White
A919424,,2024-10-10,2024-12-09 11:41:00,60.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Black/White
A919419,,2024-11-09,2024-12-09 11:46:00,30.0,Cat,Stray,Injured,Female,True,Domestic Shorthair,Brown Tabby/White
A919422,Whiskey,2019-12-11,2024-12-09 12:06:00,1825.0,Dog,Owner Surrender,Normal,Female,True,Standard Poodle Mix,Black
A919427,*Max,2022-12-10,2024-12-09 12:16:00,730.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair,Black
A919428,*Anna,2023-12-10,2024-12-09 12:16:00,365.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair,Black
A919426,,2024-11-11,2024-12-09 12:34:00,28.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair,Brown Tabby
A919432,Bella,2024-10-10,2024-12-09 13:06:00,60.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Tortie
A919435,*Yukon,2022-12-10,2024-12-09 13:32:00,730.0,Dog,Stray,Normal,Male,False,German Shepherd,Brown/Black
A919438,Bellamy,2024-05-13,2024-12-09 14:10:00,210.0,Cat,Owner Surrender,Normal,Male,True,Siamese,Chocolate Point
A919280,*Hershey,2022-12-10,2024-12-09 14:15:00,730.0,Dog,Abandoned,Normal,Male,True,American Pit Bull Terrier,Chocolate/White
A915425,*Shemp Howard,2022-12-10,2024-12-09 14:25:00,730.0,Dog,Owner Surrender,Normal,Male,False,Siberian Husky,White/Black
A919441,*Pepinillo,2024-11-09,2024-12-09 14:49:00,30.0,Cat,Stray,Sick,Male,True,Domestic Longhair,Cream
A919452,*Papaya,2024-11-09,2024-12-09 21:52:00,30.0,Dog,Stray,Normal,Female,True,Labrador Retriever/Alaskan Husky,Black/Tan
A919453,*Huckleberry,2024-11-09,2024-12-09 21:52:00,30.0,Dog,Stray,Normal,Male,True,Labrador Retriever/Alaskan Husky,Black/Tan
A919454,*Jackfruit,2024-11-09,2024-12-09 21:52:00,30.0,Dog,Stray,Normal,Male,True,Labrador Retriever/Alaskan Husky,Brown/White
A919455,*Persimmon,2024-11-09,2024-12-09 21:52:00,30.0,Dog,Stray,Normal,Female,True,Labrador Retriever/Alaskan Husky,White/Cream
A919456,*Guava,2024-11-09,2024-12-09 21:52:00,30.0,Dog,Stray,Normal,Female,True,Labrador Retriever/Alaskan Husky,White/Cream
A919461,*Natalia,2022-12-11,2024-12-10 07:27:00,730.0,Dog,Stray,Injured,Female,True,Border Collie/Siberian Husky,White/Black
A919483,*Phoenix,2024-12-08,2024-12-10 10:41:00,2.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair,Calico
A919477,*Bug,2024-12-08,2024-12-10 10:41:00,2.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair,Black/White
A919476,*Kitty,2024-12-08,2024-12-10 10:41:00,2.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair,White
A919473,*Velvet,2022-12-11,2024-12-10 10:41:00,730.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair,Tortie
A919474,*Bear,2024-12-08,2024-12-10 10:41:00,2.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair,Black
A919472,Margaret,2022-12-11,2024-12-10 10:41:00,730.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair,Seal Point
A919475,*Moo,2024-12-08,2024-12-10 10:41:00,2.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair,Black/White
A919481,Imzadi,2023-12-11,2024-12-10 11:12:00,365.0,Dog,Owner Surrender,Normal,Female,False,Australian Kelpie Mix,Black/Tan
A919484,Mrs. Blackpantherman,2021-12-11,2024-12-10 11:25:00,1095.0,Cat,Stray,Normal,Male,False,Domestic Shorthair,Black
A919492,,2024-11-19,2024-12-10 12:26:00,21.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,Black/White
A919490,,2024-11-19,2024-12-10 12:26:00,21.0,Cat,Stray,Normal,Male,True,Domestic Shorthair,White/Blue Tabby
A919491,,2024-11-19,2024-12-10 12:26:00,21.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,White/Black
A919488,*Mama Jade,2023-12-11,2024-12-10 12:26:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Brown Tabby/White
A919489,,2024-11-19,2024-12-10 12:26:00,21.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Blue Tabby/White
A919494,Ash,2024-06-13,2024-12-10 12:54:00,180.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Blue Tabby/White
A870076,Callie,2008-12-14,2024-12-10 13:13:00,5840.0,Cat,Owner Surrender,Normal,Female,False,Domestic Shorthair,Calico
A919496,Shy,2017-12-12,2024-12-10 13:26:00,2555.0,Dog,Owner Surrender,Normal,Male,True,German Shepherd Mix,Tan/Brown
A919495,*Neeko,2024-11-10,2024-12-10 13:35:00,30.0,Cat,Stray,Sick,Male,True,Siamese,Flame Point
A918248,,2024-09-11,2024-12-10 13:44:00,90.0,Dog,Stray,Normal,Male,True,Italian Greyhound Mix,Brown
A816469,Sam,2019-12-12,2024-12-10 13:51:00,1825.0,Dog,Owner Surrender,Normal,Female,False,Labrador Retriever/Australian Kelpie,Black/White
A918339,Foxy,2023-12-11,2024-12-10 14:07:00,365.0,Dog,Owner Surrender,Normal,Female,False,Australian Cattle Dog Mix,Red
A919503,Thaigo,2020-12-11,2024-12-10 14:24:00,1460.0,Cat,Owner Surrender,Normal,Male,False,Domestic Medium Hair,Brown Tabby
A919502,Antoni,2020-12-11,2024-12-10 14:24:00,1460.0,Cat,Owner Surrender,Normal,Male,False,Domestic Medium Hair,Orange Tabby/White
A919429,Kong,2023-12-11,2024-12-10 14:40:00,365.0,Dog,Stray,Normal,Male,True,Pit Bull,Black Brindle
A919430,Reagan,2022-12-11,2024-12-10 14:40:00,730.0,Dog,Stray,Normal,Female,True,Pit Bull,Brown Brindle/White
A918990,*Willow,2024-06-13,2024-12-10 15:28:00,180.0,Cat,Stray,Normal,Female,True,Siamese Mix,Lynx Point
A919504,Polo,2022-12-11,2024-12-10 15:33:00,730.0,Dog,Stray,Injured,Male,True,Great Pyrenees Mix,White/Black
A590085,,2010-12-14,2024-12-10 15:55:00,5110.0,Dog,Stray,Injured,Female,False,Labrador Retriever Mix,Black/White
A918490,Nisha,2022-12-11,2024-12-10 15:59:00,730.0,Dog,Public Assist,Normal,Female,True,Pit Bull,Black/White
A914318,Baggs,2022-12-11,2024-12-10 16:20:00,730.0,Dog,Public Assist,Normal,Male,True,English Bulldog,White/Brown
A919516,*Slippers,2024-04-14,2024-12-10 17:16:00,240.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Cream Tabby/White
A919517,*Marshmallow,2024-04-14,2024-12-10 17:16:00,240.0,Cat,Stray,Normal,Female,True,Domestic Shorthair,Cream Tabby/White
A792484,Taros,2018-12-12,2024-12-10 23:46:00,2190.0,Dog,Stray,Normal,Male,False,German Shepherd Mix,Cream
A919532,Coco,2024-08-13,2024-12-11 07:39:00,120.0,Dog,Stray,Sick,Female,False,Labrador Retriever Mix,Gold/White
A919518,,2024-10-12,2024-12-11 08:24:00,60.0,Cat,Stray,Injured,Male,True,Domestic Shorthair,Orange Tabby/White
A919526,*Tiny Tim,2024-11-11,2024-12-11 08:34:00,30.0,Dog,Stray,Sick,Male,True,Chihuahua Shorthair,Tan/Black
A919535,River,2012-12-14,2024-12-11 09:40:00,4380.0,Dog,Public Assist,Normal,Female,False,Siberian Husky,Black/White
