external_id,name,date_of_birth,outcome_datetime,age_outcome_days,animal_type,outcome_type,outcome_subtype,sex,is_intact,breed,color
A664538,Madeline,2012-10-05,2013-10-05 10:53:00,365.0,Dog,Stray,Normal,Female,True,Queensland Heeler Mix,Blue Merle/Tan
A664539,Jj,2011-10-06,2013-10-05 11:01:00,730.0,Dog,Stray,Normal,Male,True,Chihuahua Shorthair Mix,Brown/Black
A664540,Baby Girl,2012-10-05,2013-10-05 11:15:00,365.0,Dog,Stray,Normal,Female,True,Rat Terrier Mix,Tricolor
A664541,*Finn,2013-09-05,2013-10-05 11:24:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Orange Tabby/White
A664542,*Cake,2013-09-05,2013-10-05 11:24:00,30.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Calico
A664546,*Joanna,2012-10-05,2013-10-05 11:34:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Torbie
A664545,*Crimson,2013-04-08,2013-10-05 11:34:00,180.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Orange Tabby
A664544,*Clover,2013-04-08,2013-10-05 11:34:00,180.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A664547,Azula,2013-04-08,2013-10-05 11:37:00,180.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Torbie
A664548,Katniss,2013-04-08,2013-10-05 11:37:00,180.0,Cat,Owner Surrender,Normal,Female,True,Domestic Medium Hair Mix,Tortie
A664549,,2013-10-02,2013-10-05 11:52:00,3.0,Cat,Stray,Normal,Female,True,Manx Mix,Tortie
A664558,Happy,2011-10-06,2013-10-05 12:02:00,730.0,Dog,Stray,Normal,Male,True,Border Terrier Mix,White/Brown
A633952,Maximus,2011-10-06,2013-10-05 12:28:00,730.0,Dog,Owner Surrender,Normal,Male,False,Pit Bull Mix,Tan/White
A664559,Duke,2012-10-05,2013-10-05 12:38:00,365.0,Dog,Stray,Normal,Male,True,Australian Shepherd/Rhod Ridgeback,Black/Red
A664560,Dante,2012-10-05,2013-10-05 12:38:00,365.0,Other,Owner Surrender,Normal,Male,True,Rabbit Sh Mix,White
A635201,Kiki,2010-10-06,2013-10-05 12:55:00,1095.0,Cat,Stray,Normal,Female,False,Domestic Shorthair Mix,Black
A664561,,2011-10-06,2013-10-05 13:05:00,730.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Brown Tabby
A663864,Bella,2012-10-05,2013-10-05 13:11:00,365.0,Dog,Owner Surrender,Normal,Female,False,American Bulldog Mix,White/Brown
A664371,Yogi,2013-06-07,2013-10-05 13:13:00,120.0,Dog,Public Assist,Normal,Male,True,Labrador Retriever/German Shepherd,Black
A657774,Ottis,2012-10-05,2013-10-05 13:16:00,365.0,Dog,Stray,Normal,Male,False,Labrador Retriever Mix,Black/White
A664563,Lola,2010-10-06,2013-10-05 13:21:00,1095.0,Dog,Stray,Normal,Female,False,Pit Bull Mix,Tan
A664565,,2013-10-03,2013-10-05 13:24:00,2.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Brown Tabby
A664566,,2013-10-03,2013-10-05 13:24:00,2.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,White
A664564,Remi,2013-08-06,2013-10-05 13:28:00,60.0,Dog,Stray,Normal,Female,True,Labrador Retriever Mix,Black/White
A664576,,2013-05-08,2013-10-05 13:43:00,150.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair Mix,Orange Tabby
A664575,,2013-05-08,2013-10-05 13:43:00,150.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Orange Tabby
A664577,,2013-07-07,2013-10-05 13:43:00,90.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair Mix,Black
A664573,,2013-07-07,2013-10-05 13:43:00,90.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A664571,,2011-10-06,2013-10-05 13:43:00,730.0,Cat,Owner Surrender,Normal,Female,False,Domestic Shorthair Mix,Torbie
A664574,,2013-07-07,2013-10-05 13:43:00,90.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair Mix,Brown Tabby
A549989,Bert,2009-10-06,2013-10-05 13:57:00,1460.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair Mix,Black/White
A664572,Twilight,2011-10-06,2013-10-05 14:10:00,730.0,Dog,Stray,Normal,Female,False,Chihuahua Shorthair Mix,White/Brown
A664587,,2013-08-06,2013-10-05 14:14:00,60.0,Dog,Owner Surrender,Normal,Male,True,Anatol Shepherd Mix,White/Tricolor
A664589,Jax,2013-07-07,2013-10-05 14:14:00,90.0,Dog,Owner Surrender,Normal,Male,True,Anatol Shepherd Mix,Yellow
A664590,Sesame,2013-07-07,2013-10-05 14:14:00,90.0,Dog,Owner Surrender,Normal,Female,True,Anatol Shepherd Mix,White
A664584,,2013-09-21,2013-10-05 14:52:00,14.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Orange Tabby
A664585,,2013-09-21,2013-10-05 14:52:00,14.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Orange Tabby
A664586,,2013-09-21,2013-10-05 14:52:00,14.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Brown Tabby
A664579,,2011-10-06,2013-10-05 14:55:00,730.0,Other,Wildlife,Sick,Unknown,,Raccoon Mix,Black/White
A664582,,2013-07-07,2013-10-05 14:55:00,90.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Black/White
A664583,,2013-06-07,2013-10-05 14:55:00,120.0,Cat,Stray,Normal,Unknown,,Domestic Medium Hair Mix,Black/White
A664554,*Button,2013-10-01,2013-10-05 15:40:00,4.0,Dog,Stray,Nursing,Male,True,Chinese Sharpei Mix,Brown Brindle/White
A664552,*Penny,2013-10-01,2013-10-05 15:40:00,4.0,Dog,Stray,Nursing,Female,True,Chinese Sharpei Mix,White/Black
A664553,*Spunky,2013-10-01,2013-10-05 15:40:00,4.0,Dog,Stray,Nursing,Male,True,Chinese Sharpei Mix,Black/White
A664551,*Roxy,2013-10-01,2013-10-05 15:40:00,4.0,Dog,Stray,Nursing,Female,True,Chinese Sharpei Mix,Black/White
A664550,*Bubbles,2013-10-01,2013-10-05 15:40:00,4.0,Dog,Stray,Nursing,Male,True,Chinese Sharpei Mix,White/Brown Brindle
A664593,Chiquilla,2011-10-06,2013-10-05 16:00:00,730.0,Dog,Stray,Normal,Female,False,Chihuahua Shorthair Mix,Brown/White
A664595,,2013-07-07,2013-10-05 16:02:00,90.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Brown Brindle
A664596,Ellie,2013-06-07,2013-10-05 16:13:00,120.0,Dog,Owner Surrender,Normal,Female,True,Great Pyrenees Mix,White
A664597,Phoebe,2013-06-07,2013-10-05 16:17:00,120.0,Dog,Stray,Other,Female,True,Pit Bull Mix,Blue/White
A664599,Muffin,2010-10-06,2013-10-05 17:48:00,1095.0,Dog,Stray,Normal,Female,True,Miniature Poodle Mix,White
A664600,Nikii,2010-10-06,2013-10-05 17:48:00,1095.0,Dog,Stray,Normal,Female,True,Miniature Poodle Mix,Black
A664602,Blue,2011-10-06,2013-10-05 21:48:00,730.0,Dog,Stray,Normal,Male,True,Doberman Pinsch,Blue/Tan
A632969,Kane,2012-10-05,2013-10-05 21:48:00,365.0,Dog,Stray,Normal,Male,False,Pit Bull Mix,Brown Brindle/White
A349334,Grunt,2002-10-08,2013-10-05 23:10:00,4015.0,Dog,Public Assist,Normal,Male,False,Labrador Retriever/Siberian Husky,Black/White
A664606,Scooter,2007-10-08,2013-10-06 06:05:00,2190.0,Dog,Stray,Normal,Male,False,Miniature Schnauzer Mix,White
A664608,Rosco,2010-10-07,2013-10-06 10:47:00,1095.0,Dog,Public Assist,Normal,Male,True,Pit Bull Mix,White
A663572,*Starla,2010-10-07,2013-10-06 11:00:00,1095.0,Dog,Owner Surrender,Normal,Female,False,Anatol Shepherd Mix,White/Brown
A664609,,2011-10-07,2013-10-06 11:20:00,730.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby/White
A664611,Black,2013-02-08,2013-10-06 11:27:00,240.0,Dog,Stray,Normal,Female,False,Beagle Mix,Black/Tan
A256412,Beau,1997-10-10,2013-10-06 11:33:00,5840.0,Dog,Stray,Injured,Male,True,Labrador Retriever Mix,Yellow
A664612,,2011-10-07,2013-10-06 11:41:00,730.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Black/White
A664613,*Pammy,2012-10-06,2013-10-06 11:46:00,365.0,Dog,Stray,Normal,Female,True,Border Collie/American Staffordshire Terrier,Black/White
A529890,Vegas,2004-10-08,2013-10-06 11:57:00,3285.0,Dog,Euthanasia Request,Normal,Male,True,Pit Bull,Blue/White
A664616,Netty,2006-10-08,2013-10-06 12:15:00,2555.0,Dog,Owner Surrender,Normal,Female,True,Chihuahua Shorthair Mix,Black
A664618,Sierra,2013-08-07,2013-10-06 12:15:00,60.0,Dog,Owner Surrender,Normal,Female,True,Chihuahua Shorthair Mix,Black/Tan
A664619,Lucas,2013-08-07,2013-10-06 12:15:00,60.0,Dog,Owner Surrender,Normal,Male,True,Chihuahua Shorthair Mix,Tan
A637539,Puddles,2008-10-07,2013-10-06 12:26:00,1825.0,Cat,Owner Surrender,Normal,Female,False,Domestic Shorthair Mix,White/Black
A664621,*Magic,2012-10-06,2013-10-06 12:56:00,365.0,Dog,Stray,Normal,Female,True,Australian Cattle Dog/Border Collie,Tricolor
A664626,,2011-10-07,2013-10-06 13:57:00,730.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Calico
A664624,*Smurfy,2011-10-07,2013-10-06 14:01:00,730.0,Dog,Stray,Normal,Male,True,Pit Bull Mix,Brown Brindle/White
A664625,Juanito,2011-10-07,2013-10-06 14:13:00,730.0,Dog,Public Assist,Normal,Male,True,Chihuahua Shorthair Mix,Brown/White
A664627,*Casey Jones,2011-10-07,2013-10-06 14:45:00,730.0,Dog,Stray,Normal,Male,True,Pit Bull Mix,White/Orange
A664629,,2013-09-29,2013-10-06 14:47:00,7.0,Cat,Stray,Nursing,Male,True,Domestic Medium Hair Mix,Orange Tabby
A664628,,2013-09-29,2013-10-06 14:47:00,7.0,Cat,Stray,Nursing,Female,True,Domestic Medium Hair Mix,Torbie
A664631,Moon Shadow,2012-10-06,2013-10-06 14:56:00,365.0,Dog,Stray,Normal,Female,True,Siberian Husky Mix,White
A641222,Bobby,2010-10-07,2013-10-06 15:16:00,1095.0,Cat,Stray,Normal,Male,False,Domestic Medium Hair Mix,Black
A652729,Yoda,2013-03-10,2013-10-06 15:45:00,210.0,Dog,Owner Surrender,Normal,Male,False,Kuvasz/Labrador Retriever,White
A664634,Sandy,2011-10-07,2013-10-06 16:11:00,730.0,Dog,Stray,Normal,Female,True,Shih Tzu/Havanese,White/Buff
A664635,Annie,2011-10-07,2013-10-06 16:11:00,730.0,Dog,Stray,Normal,Female,True,Shih Tzu,Sable
A664637,Willow,2011-10-07,2013-10-06 16:20:00,730.0,Dog,Stray,Normal,Female,True,Pekingese,Tan/White
A664638,*Minerva,2013-09-06,2013-10-06 16:26:00,30.0,Cat,Stray,Normal,Female,True,Domestic Longhair Mix,Black Smoke
A664643,,2013-09-06,2013-10-06 16:50:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black
A664644,,2013-09-06,2013-10-06 16:50:00,30.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black
A664641,,2013-10-05,2013-10-06 16:52:00,1.0,Cat,Stray,Nursing,Female,True,Domestic Shorthair Mix,Tortie
A664633,,2013-09-08,2013-10-06 17:00:00,28.0,Other,Wildlife,Sick,Unknown,,Raccoon,Brown/Black
A664646,Ruby,2008-10-07,2013-10-06 17:25:00,1825.0,Dog,Stray,Normal,Female,False,Australian Shepherd Mix,Red/White
A664653,*Andy,2011-10-07,2013-10-06 17:38:00,730.0,Dog,Stray,Normal,Male,True,Catahoula/Mastiff,Tricolor
A664622,Perrito,2012-10-06,2013-10-06 18:26:00,365.0,Dog,Public Assist,Normal,Male,True,Maltese Mix,White
A664656,,2012-10-06,2013-10-06 18:59:00,365.0,Dog,Stray,Normal,Female,False,Australian Kelpie/Labrador Retriever,Tan/Cream
A563450,Oscar,2002-10-09,2013-10-06 21:23:00,4015.0,Dog,Stray,Normal,Male,False,Basset Hound,Tricolor
A664658,*Trey,2013-09-07,2013-10-07 08:34:00,30.0,Cat,Stray,Injured,Male,True,Domestic Shorthair Mix,Brown Tabby/White
A664661,Lily,2013-09-07,2013-10-07 11:02:00,30.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Black/White
A664660,*Daisy,2013-09-07,2013-10-07 11:02:00,30.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Black/White
A664662,Scout,2013-09-07,2013-10-07 11:05:00,30.0,Dog,Stray,Normal,Female,True,Treeing Walker Coonhound Mix,White/Black
A664665,Avalon,2013-04-10,2013-10-07 11:15:00,180.0,Cat,Stray,Normal,Female,False,Domestic Shorthair Mix,Black
A664667,,2013-09-07,2013-10-07 11:22:00,30.0,Dog,Stray,Normal,Female,True,Australian Cattle Dog Mix,Tricolor
A664668,Bella,2013-09-07,2013-10-07 11:22:00,30.0,Dog,Stray,Normal,Female,True,Australian Cattle Dog Mix,White/Brown
A657415,Perla,2011-10-08,2013-10-07 11:29:00,730.0,Dog,Public Assist,Normal,Female,False,Bull Terrier Mix,White
A664669,*Scottie,2011-10-08,2013-10-07 11:49:00,730.0,Dog,Stray,Normal,Male,True,Rottweiler Mix,Black/Tan
A664672,Roscoe,2011-10-08,2013-10-07 12:13:00,730.0,Dog,Public Assist,Normal,Male,True,Beagle/American Staffordshire Terrier,White/Tricolor
A652358,Buddy,2005-10-09,2013-10-07 12:45:00,2920.0,Dog,Owner Surrender,Normal,Male,False,Pit Bull/Mastiff,Brown/White
A646163,*Emmaline,2012-12-11,2013-10-07 12:54:00,300.0,Dog,Owner Surrender,Normal,Female,False,German Shepherd/Alaskan Husky,Red
A664677,,2009-10-08,2013-10-07 13:25:00,1460.0,Cat,Stray,Normal,Unknown,,Domestic Shorthair Mix,Black/White
A664682,,2010-10-08,2013-10-07 14:25:00,1095.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A664683,,2009-10-08,2013-10-07 15:05:00,1460.0,Cat,Stray,Sick,Male,True,Domestic Shorthair Mix,Black
A664684,,2012-10-07,2013-10-07 15:11:00,365.0,Other,Wildlife,Injured,Unknown,,Opossum Mix,Gray/Black
A664685,,2013-04-10,2013-10-07 15:13:00,180.0,Other,Wildlife,Sick,Unknown,,Bat Mix,Gray
A664690,Dexter,2013-09-07,2013-10-07 16:05:00,30.0,Dog,Stray,Normal,Male,True,Catahoula Mix,Blue Merle
A664692,Max,2007-10-09,2013-10-07 16:28:00,2190.0,Cat,Owner Surrender,Normal,Male,False,Russian Blue Mix,Blue
A664697,Jezzabelle,2013-06-09,2013-10-07 17:45:00,120.0,Dog,Stray,Normal,Female,True,Border Terrier Mix,White/Tan
A664708,,2013-07-09,2013-10-07 18:13:00,90.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby/White
A664711,,2008-10-08,2013-10-07 18:33:00,1825.0,Cat,Stray,Sick,Female,True,Himalayan Mix,Tortie Point
A664712,,2013-09-09,2013-10-07 18:38:00,28.0,Dog,Stray,Injured,Unknown,,Chow Chow Mix,Black/Brown
A664710,,2013-01-10,2013-10-07 18:38:00,270.0,Dog,Stray,Normal,Male,True,Labrador Retriever Mix,Yellow
A664689,,2013-09-10,2013-10-08 00:45:00,28.0,Other,Wildlife,Normal,Unknown,,Bat,Brown/Black
A664714,*Bruce,2009-10-09,2013-10-08 08:20:00,1460.0,Dog,Stray,Normal,Male,True,Pit Bull Mix,Blue/White
A664715,Leroy,2011-10-09,2013-10-08 10:24:00,730.0,Dog,Stray,Normal,Male,False,Basset Hound,Tricolor
A664716,*Harvey,2010-10-09,2013-10-08 10:48:00,1095.0,Dog,Stray,Normal,Male,False,Rottweiler Mix,Black/Brown
A664717,,2012-10-08,2013-10-08 10:56:00,365.0,Other,Public Assist,Normal,Male,True,Raccoon Mix,Black/Brown
A664718,Ibu,2012-10-08,2013-10-08 11:11:00,365.0,Dog,Stray,Normal,Female,True,Italian Greyhound/Cavalier Span,Red/White
A664427,Malika,2013-07-10,2013-10-08 11:17:00,90.0,Dog,Stray,Normal,Female,True,Vizsla Mix,Red
A653370,Princess,2012-11-12,2013-10-08 11:32:00,330.0,Dog,Stray,Normal,Female,True,Pit Bull Mix,White/Blue
A664719,Andie,2012-10-08,2013-10-08 11:34:00,365.0,Dog,Stray,Normal,Female,True,Jack Russell Terrier/Brittany,Red/White
A664720,Delilah,2007-10-10,2013-10-08 11:57:00,2190.0,Dog,Owner Surrender,Normal,Female,True,Border Collie/Parson Russell Terrier,Brown Brindle/White
A664722,*Blackberry,2010-10-09,2013-10-08 11:57:00,1095.0,Cat,Stray,Normal,Male,False,Domestic Shorthair Mix,Black
A664724,Banjo,2012-10-08,2013-10-08 12:08:00,365.0,Other,Owner Surrender,Normal,Male,True,Ferret,Gray/White
A659894,Reesie,2012-10-08,2013-10-08 12:09:00,365.0,Dog,Stray,Normal,Female,False,Australian Cattle Dog Mix,Tricolor
A664723,,2006-10-10,2013-10-08 12:10:00,2555.0,Cat,Stray,Sick,Female,True,Domestic Shorthair Mix,Calico
A664681,Pooffy,2011-10-09,2013-10-08 12:27:00,730.0,Dog,Public Assist,Normal,Female,True,Chihuahua Shorthair Mix,White/Brown
A662830,Bella,2012-10-08,2013-10-08 12:44:00,365.0,Dog,Owner Surrender,Normal,Female,False,Border Terrier Mix,Red/White
A664725,Gunner,2013-01-11,2013-10-08 12:51:00,270.0,Dog,Stray,Normal,Male,True,Flat Coat Retriever Mix,Black
A664726,,2013-06-10,2013-10-08 12:55:00,120.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Black
A664729,,2008-10-09,2013-10-08 13:11:00,1825.0,Dog,Stray,Normal,Male,True,Boston Terrier Mix,Black/White
A658013,*Marcos,2006-10-10,2013-10-08 13:23:00,2555.0,Dog,Owner Surrender,Normal,Male,False,Blue Lacy Mix,Blue/White
A664730,*Charlie,2009-10-09,2013-10-08 14:01:00,1460.0,Dog,Owner Surrender,Normal,Male,True,Australian Kelpie/Miniature Pinscher,Black/Brown
A664732,Momma,2010-10-09,2013-10-08 14:01:00,1095.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Blue Tabby/White
A664733,,2013-09-08,2013-10-08 14:01:00,30.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby/White
A664734,,2013-09-08,2013-10-08 14:01:00,30.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair Mix,Brown Tabby/White
A664735,,2013-09-08,2013-10-08 14:01:00,30.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Blue Tabby/White
A664736,,2013-09-08,2013-10-08 14:01:00,30.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair Mix,Blue Tabby/White
A664737,Jack,2010-10-09,2013-10-08 14:33:00,1095.0,Dog,Stray,Normal,Male,True,Pit Bull Mix,Red/White
A664738,*Chelsea,2010-10-09,2013-10-08 15:01:00,1095.0,Dog,Stray,Normal,Female,True,Pit Bull Mix,Brown Brindle/White
A664740,,2013-07-10,2013-10-08 15:10:00,90.0,Cat,Stray,Sick,Female,True,Domestic Shorthair Mix,Black Tabby
A664742,Angel,2009-10-09,2013-10-08 15:16:00,1460.0,Dog,Stray,Normal,Female,True,Dachshund Mix,Black/White
A645599,Lily,2011-10-09,2013-10-08 15:30:00,730.0,Dog,Stray,Normal,Female,False,Pit Bull Mix,White/Black
A664741,,2012-10-08,2013-10-08 15:32:00,365.0,Other,Wildlife,Normal,Unknown,,Bat Mix,Brown
A664743,*Shadow,2013-01-11,2013-10-08 15:33:00,270.0,Dog,Stray,Injured,Female,True,Labrador Retriever Mix,Black
A664745,Melady,2009-10-09,2013-10-08 16:12:00,1460.0,Dog,Owner Surrender,Normal,Female,False,Golden Retriever,Gold
A664746,Tulley,2013-08-09,2013-10-08 16:20:00,60.0,Dog,Stray,Normal,Male,True,Chihuahua Shorthair Mix,Tan/White
A664747,Lincoln,2013-06-10,2013-10-08 16:33:00,120.0,Dog,Stray,Normal,Male,True,Collie Rough/Australian Cattle Dog,White/Brown
A664748,*Stubbs,2013-09-08,2013-10-08 16:46:00,30.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair Mix,Orange Tabby
A664749,*Andante,2013-09-08,2013-10-08 16:46:00,30.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair Mix,Black
A664750,*Harmony,2013-09-08,2013-10-08 16:46:00,30.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Blue
A664751,*Adelaide,2013-09-08,2013-10-08 16:46:00,30.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Tortie/White
A664752,*Melody,2011-10-09,2013-10-08 16:46:00,730.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Tortie
A664753,,2013-05-11,2013-10-08 16:46:00,150.0,Cat,Owner Surrender,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby
A664754,,2013-05-11,2013-10-08 16:46:00,150.0,Cat,Owner Surrender,Normal,Male,True,Domestic Shorthair Mix,Black
A664756,Gucci,2010-10-09,2013-10-08 16:51:00,1095.0,Dog,Stray,Normal,Female,False,Chihuahua Shorthair Mix,White/Tan
A664757,Boo Boo,2010-10-09,2013-10-08 16:51:00,1095.0,Dog,Stray,Normal,Female,False,Chihuahua Shorthair Mix,Black/Tan
A664761,,2012-10-08,2013-10-08 17:10:00,365.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby/White
A664758,*Jack,2010-10-09,2013-10-08 17:10:00,1095.0,Cat,Stray,Normal,Male,True,Snowshoe Mix,Seal Point
A664760,,2012-10-08,2013-10-08 17:10:00,365.0,Cat,Stray,Normal,Male,True,Domestic Shorthair Mix,Brown Tabby/White
A664768,*Whit,2013-06-10,2013-10-08 17:33:00,120.0,Dog,Stray,Normal,Male,True,Pit Bull,White
A664770,*Frosty,2013-07-10,2013-10-08 17:46:00,90.0,Dog,Stray,Normal,Female,True,Australian Cattle Dog Mix,Blue Merle/Cream
A664686,Rock,2011-10-09,2013-10-08 18:03:00,730.0,Dog,Owner Surrender,Normal,Male,True,Chihuahua Shorthair Mix,Black/Black
A664782,*Lucille,2013-05-11,2013-10-08 18:19:00,150.0,Dog,Stray,Normal,Female,True,Labrador Retriever/Black/Tan Hound,Yellow
A664783,*Leland,2013-05-11,2013-10-08 18:19:00,150.0,Dog,Stray,Normal,Male,True,Labrador Retriever/Black/Tan Hound,Fawn
A664781,Truman,2013-05-11,2013-10-08 18:19:00,150.0,Dog,Stray,Normal,Male,True,Labrador Retriever/Black/Tan Hound,Black/White
A664780,Jade,2013-05-11,2013-10-08 18:19:00,150.0,Dog,Stray,Normal,Female,True,Labrador Retriever/Black/Tan Hound,Black
A664779,*Lacey,2013-05-11,2013-10-08 18:19:00,150.0,Dog,Stray,Normal,Female,True,Black/Tan Hound/Labrador Retriever,Black/Tan
A664777,*Billy,2012-10-08,2013-10-08 18:20:00,365.0,Dog,Stray,Normal,Male,True,Yorkshire Terrier/Chihuahua Shorthair,Black/Tan
A664776,,2012-10-08,2013-10-08 18:30:00,365.0,Dog,Stray,Normal,Female,True,Labrador Retriever Mix,Brown/White
A664778,Brutus,2009-10-09,2013-10-08 18:35:00,1460.0,Dog,Public Assist,Normal,Male,False,Pit Bull/Boxer,Brown/White
A664774,Coal,2013-09-08,2013-10-08 19:24:00,30.0,Dog,Public Assist,Normal,Male,True,Pit Bull Mix,Blue/White
A664786,,2013-04-11,2013-10-08 23:10:00,180.0,Other,Wildlife,Sick,Unknown,,Bat Mix,Brown
A664794,,2013-09-09,2013-10-09 10:57:00,30.0,Cat,Stray,Other,Male,True,Domestic Shorthair Mix,White/Orange Tabby
A569218,Emily,2008-10-10,2013-10-09 10:59:00,1825.0,Dog,Stray,Normal,Female,False,Labrador Retriever Mix,Black/White
A664795,Zilla,2012-12-13,2013-10-09 11:02:00,300.0,Dog,Stray,Normal,Male,False,Yorkshire Terrier/Miniature Schnauzer,Gray/Tan
A664797,,2010-10-10,2013-10-09 11:16:00,1095.0,Cat,Stray,Normal,Male,False,Domestic Shorthair Mix,Blue Tabby
A664799,,2013-09-11,2013-10-09 11:28:00,28.0,Cat,Stray,Normal,Female,True,Domestic Shorthair Mix,Brown Tabby/White
A664800,,2013-08-10,2013-10-09 11:37:00,60.0,Dog,Stray,Normal,Female,True,Labrador Retriever Mix,Black/White
A663722,Jj,2013-08-10,2013-10-09 12:11:00,60.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair Mix,Black
A663723,Tornado,2013-08-10,2013-10-09 12:11:00,60.0,Cat,Owner Surrender,Normal,Male,False,Domestic Shorthair Mix,Brown Tabby
A664804,Titi,2011-10-10,2013-10-09 12:19:00,730.0,Dog,Stray,Normal,Female,True,Chihuahua Shorthair Mix,Tan
A664807,Lily,2004-10-11,2013-10-09 12:30:00,3285.0,Dog,Stray,Normal,Female,False,Cocker Spaniel,Chocolate/Gray
A664805,*Lydia,2012-12-13,2013-10-09 12:31:00,300.0,Dog,Stray,Normal,Female,True,Pit Bull Mix,White/Brown
A664813,,2005-10-11,2013-10-09 12:44:00,2920.0,Dog,Stray,Normal,Female,True,English Springer Spaniel Mix,Liver/White
A664816,Tango,2013-05-12,2013-10-09 13:24:00,150.0,Dog,Stray,Normal,Male,False,Redbone Hound Mix,Brown/Black
A569821,Autumn,2009-10-10,2013-10-09 13:24:00,1460.0,Dog,Stray,Normal,Female,False,Pit Bull Mix,Brown/White
A664707,Stevie,2013-02-11,2013-10-09 13:47:00,240.0,Dog,Owner Surrender,Normal,Female,True,Border Collie Mix,Black/White
A664819,*Carl,2011-10-10,2013-10-09 13:55:00,730.0,Dog,Stray,Normal,Male,True,Staffordshire Mix,Blue/White
A664820,*Joe,1999-10-13,2013-10-09 14:04:00,5110.0,Cat,Stray,Aged,Male,False,Domestic Shorthair Mix,Black/White
A664825,Jordan,2011-10-10,2013-10-09 15:06:00,730.0,Dog,Stray,Normal,Male,True,Cocker Spaniel Mix,Buff/Tan
A445694,Vegas,2004-10-11,2013-10-09 15:25:00,3285.0,Dog,Stray,Normal,Female,False,Boxer/Beagle,White/Brown
A664830,,2012-10-09,2013-10-09 15:34:00,365.0,Other,Wildlife,Sick,Unknown,,Raccoon Mix,Brown/Black
